BGC_ID,BGC_cluster_ID,BGC_Prediction,BiG-SCAPE_class
T1900045068_TC20190062_bin.33.fa.c00139_T190004...region001, T1900045068_TC20190062_bin.33_T1900045068_TC20190062_bin.33_contig_000139,betalactone,Others
T1900045070_TC20190064_bin.120.fa.c00042_T190004...region001, T1900045070_TC20190064_bin.120_T1900045070_TC20190064_bin.120_contig_000042,RRE-containing,RiPPs
T1900045070_TC20190064_bin.120.fa.c00282_T190004...region001, T1900045070_TC20190064_bin.120_T1900045070_TC20190064_bin.120_contig_000282,RRE-containing,RiPPs
T1900045072_TC20190066_bin.176.fa.c00325_T190004...region001, T1900045072_TC20190066_bin.176_T1900045072_TC20190066_bin.176_contig_000325,RRE-containing,RiPPs
T1900045072_TC20190066_bin.176.fa.c00360_T190004...region001, T1900045072_TC20190066_bin.176_T1900045072_TC20190066_bin.176_contig_000360,NRPS-like,NRPS
T1900045072_TC20190066_bin.235.fa.c00120_T190004...region001, T1900045072_TC20190066_bin.235_T1900045072_TC20190066_bin.235_contig_000120,betalactone,Others
T1900045072_TC20190066_bin.235.fa.c00121_T190004...region001, T1900045072_TC20190066_bin.235_T1900045072_TC20190066_bin.235_contig_000121,RRE-containing,RiPPs
T1900045072_TC20190066_bin.235.fa.c00133_T190004...region001, T1900045072_TC20190066_bin.235_T1900045072_TC20190066_bin.235_contig_000133,ranthipeptide,RiPPs
T1900045072_TC20190066_bin.279.fa.c00010_T190004...region001, T1900045072_TC20190066_bin.279_T1900045072_TC20190066_bin.279_contig_000010,hserlactone,Others
T1900045072_TC20190066_bin.97.fa.c00019_T190004...region001, T1900045072_TC20190066_bin.97_T1900045072_TC20190066_bin.97_contig_000019,T1PKS,PKSI
T1900045072_TC20190066_bin.97.fa.c00053_T190004...region001, T1900045072_TC20190066_bin.97_T1900045072_TC20190066_bin.97_contig_000053,terpene,Terpene
T1900045072_TC20190066_bin.97.fa.c00067_T190004...region001, T1900045072_TC20190066_bin.97_T1900045072_TC20190066_bin.97_contig_000067,terpene,Terpene
T1900045072_TC20190066_bin.99.fa.c00001_T190004...region001, T1900045072_TC20190066_bin.99_T1900045072_TC20190066_bin.99_contig_000001,NRPS-like,NRPS
T1900045072_TC20190066_bin.99.fa.c00020_T190004...region001, T1900045072_TC20190066_bin.99_T1900045072_TC20190066_bin.99_contig_000020,ranthipeptide,RiPPs
T1900045072_TC20190066_bin.99.fa.c00025_T190004...region001, T1900045072_TC20190066_bin.99_T1900045072_TC20190066_bin.99_contig_000025,RRE-containing,RiPPs
T1900045073_TC20190067_bin.157.fa.c00036_T190004...region001, T1900045073_TC20190067_bin.157_T1900045073_TC20190067_bin.157_contig_000036,NRPS-like,NRPS
T1900045073_TC20190067_bin.157.fa.c00159_T190004...region001, T1900045073_TC20190067_bin.157_T1900045073_TC20190067_bin.157_contig_000159,NRPS,NRPS
T1900045073_TC20190067_bin.157.fa.c00227_T190004...region001, T1900045073_TC20190067_bin.157_T1900045073_TC20190067_bin.157_contig_000227,betalactone,Others
T1900045073_TC20190067_bin.157.fa.c00236_T190004...region001, T1900045073_TC20190067_bin.157_T1900045073_TC20190067_bin.157_contig_000236,ranthipeptide,RiPPs
T1900045073_TC20190067_bin.215.fa.c00002_T190004...region001, T1900045073_TC20190067_bin.215_T1900045073_TC20190067_bin.215_contig_000002,betalactone,Others
T1900045073_TC20190067_bin.215.fa.c00004_T190004...region001, T1900045073_TC20190067_bin.215_T1900045073_TC20190067_bin.215_contig_000004,ranthipeptide,RiPPs
T1900045073_TC20190067_bin.221.fa.c00011_T190004...region001, T1900045073_TC20190067_bin.221_T1900045073_TC20190067_bin.221_contig_000011,arylpolyene,Others
T1900045073_TC20190067_bin.221.fa.c00020_T190004...region001, T1900045073_TC20190067_bin.221_T1900045073_TC20190067_bin.221_contig_000020,betalactone,Others
T1900045073_TC20190067_bin.248.fa.c00163_T190004...region001, T1900045073_TC20190067_bin.248_T1900045073_TC20190067_bin.248_contig_000163,NRPS-like,NRPS
T1900045073_TC20190067_bin.49.fa.c00023_T190004...region001, T1900045073_TC20190067_bin.49_T1900045073_TC20190067_bin.49_contig_000023,RRE-containing,RiPPs
T1900045073_TC20190067_bin.49.fa.c00163_T190004...region001, T1900045073_TC20190067_bin.49_T1900045073_TC20190067_bin.49_contig_000163,ranthipeptide,RiPPs
T1900045073_TC20190067_bin.59.fa.c00007_T190004...region001, T1900045073_TC20190067_bin.59_T1900045073_TC20190067_bin.59_contig_000007,RRE-containing,RiPPs
T1900045073_TC20190067_bin.59.fa.c00027_T190004...region001, T1900045073_TC20190067_bin.59_T1900045073_TC20190067_bin.59_contig_000027,ranthipeptide,RiPPs
T1900045073_TC20190067_bin.59.fa.c00045_T190004...region001, T1900045073_TC20190067_bin.59_T1900045073_TC20190067_bin.59_contig_000045,NRPS-like,NRPS
T1900045073_TC20190067_bin.59.fa.c00099_T190004...region001, T1900045073_TC20190067_bin.59_T1900045073_TC20190067_bin.59_contig_000099,betalactone,Others
T1900045073_TC20190067_bin.59.fa.c00125_T190004...region001, T1900045073_TC20190067_bin.59_T1900045073_TC20190067_bin.59_contig_000125,ranthipeptide,RiPPs
T1900045075_TC20190069_bin.12.fa.c00037_T190004...region001, T1900045075_TC20190069_bin.12_T1900045075_TC20190069_bin.12_contig_000037,ranthipeptide,RiPPs
T1900045075_TC20190069_bin.170.fa.c00259_T190004...region001, T1900045075_TC20190069_bin.170_T1900045075_TC20190069_bin.170_contig_000259,ranthipeptide,RiPPs
T1900045075_TC20190069_bin.278.fa.c00005_T190004...region001, T1900045075_TC20190069_bin.278_T1900045075_TC20190069_bin.278_contig_000005,RRE-containing,RiPPs
T1900045075_TC20190069_bin.55.fa.c00003_T190004...region001, T1900045075_TC20190069_bin.55_T1900045075_TC20190069_bin.55_contig_000003,ranthipeptide,RiPPs
T1900045075_TC20190069_bin.55.fa.c00064_T190004...region001, T1900045075_TC20190069_bin.55_T1900045075_TC20190069_bin.55_contig_000064,betalactone,Others
T1900045075_TC20190069_bin.59.fa.c00016_T190004...region001, T1900045075_TC20190069_bin.59_T1900045075_TC20190069_bin.59_contig_000016,arylpolyene,Others
T1900045075_TC20190069_bin.59.fa.c00048_T190004...region001, T1900045075_TC20190069_bin.59_T1900045075_TC20190069_bin.59_contig_000048,arylpolyene,Others
T1900045075_TC20190069_bin.59.fa.c00076_T190004...region001, T1900045075_TC20190069_bin.59_T1900045075_TC20190069_bin.59_contig_000076,arylpolyene,Others
T1900045076_TC20190070_bin.224.fa.c00028_T190004...region001, T1900045076_TC20190070_bin.224_T1900045076_TC20190070_bin.224_contig_000028,ranthipeptide,RiPPs
T1900045076_TC20190070_bin.224.fa.c00105_T190004...region001, T1900045076_TC20190070_bin.224_T1900045076_TC20190070_bin.224_contig_000105,NRPS-like,NRPS
T1900045076_TC20190070_bin.224.fa.c00200_T190004...region001, T1900045076_TC20190070_bin.224_T1900045076_TC20190070_bin.224_contig_000200,NRPS-like,NRPS
T1900045076_TC20190070_bin.224.fa.c00208_T190004...region001, T1900045076_TC20190070_bin.224_T1900045076_TC20190070_bin.224_contig_000208,RRE-containing,RiPPs
T1900045076_TC20190070_bin.30.fa.c00304_T190004...region001, T1900045076_TC20190070_bin.30_T1900045076_TC20190070_bin.30_contig_000304,ranthipeptide,RiPPs
T1900045076_TC20190070_bin.62.fa.c00034_T190004...region001, T1900045076_TC20190070_bin.62_T1900045076_TC20190070_bin.62_contig_000034,betalactone,Others
T1900045076_TC20190070_bin.62.fa.c00177_T190004...region001, T1900045076_TC20190070_bin.62_T1900045076_TC20190070_bin.62_contig_000177,RRE-containing,RiPPs
T1900045076_TC20190070_bin.62.fa.c00227_T190004...region001, T1900045076_TC20190070_bin.62_T1900045076_TC20190070_bin.62_contig_000227,arylpolyene,Others
T1900045076_TC20190070_bin.62.fa.c00233_T190004...region001, T1900045076_TC20190070_bin.62_T1900045076_TC20190070_bin.62_contig_000233,RRE-containing,RiPPs
T1900045077_TC20190071_bin.145.fa.c00163_T190004...region001, T1900045077_TC20190071_bin.145_T1900045077_TC20190071_bin.145_contig_000163,RRE-containing,RiPPs
T1900045077_TC20190071_bin.228.fa.c00092_T190004...region001, T1900045077_TC20190071_bin.228_T1900045077_TC20190071_bin.228_contig_000092,betalactone,Others
T1900045077_TC20190071_bin.228.fa.c00106_T190004...region001, T1900045077_TC20190071_bin.228_T1900045077_TC20190071_bin.228_contig_000106,RRE-containing,RiPPs
T1900045077_TC20190071_bin.228.fa.c00114_T190004...region001, T1900045077_TC20190071_bin.228_T1900045077_TC20190071_bin.228_contig_000114,RRE-containing,RiPPs
T1900045077_TC20190071_bin.3.fa.c00189_T190004...region001, T1900045077_TC20190071_bin.3_T1900045077_TC20190071_bin.3_contig_000189,betalactone,Others
T1900045077_TC20190071_bin.57.fa.c00005_T190004...region001, T1900045077_TC20190071_bin.57_T1900045077_TC20190071_bin.57_contig_000005,arylpolyene,Others
T1900045077_TC20190071_bin.57.fa.c00036_T190004...region001, T1900045077_TC20190071_bin.57_T1900045077_TC20190071_bin.57_contig_000036,siderophore,Others
T1900045077_TC20190071_bin.57.fa.c00052_T190004...region001, T1900045077_TC20190071_bin.57_T1900045077_TC20190071_bin.57_contig_000052,betalactone,Others
T1900045077_TC20190071_bin.86.fa.c00229_T190004...region001, T1900045077_TC20190071_bin.86_T1900045077_TC20190071_bin.86_contig_000229,RRE-containing,RiPPs
T1900045077_TC20190071_bin.86.fa.c00347_T190004...region001, T1900045077_TC20190071_bin.86_T1900045077_TC20190071_bin.86_contig_000347,ranthipeptide,RiPPs
T1900045079_TC20190073_bin.158.fa.c00003_T190004...region001, T1900045079_TC20190073_bin.158_T1900045079_TC20190073_bin.158_contig_000003,RRE-containing,RiPPs
T1900045079_TC20190073_bin.158.fa.c00069_T190004...region001, T1900045079_TC20190073_bin.158_T1900045079_TC20190073_bin.158_contig_000069,RRE-containing,RiPPs
T1900045079_TC20190073_bin.158.fa.c00194_T190004...region001, T1900045079_TC20190073_bin.158_T1900045079_TC20190073_bin.158_contig_000194,ranthipeptide,RiPPs
T1900045079_TC20190073_bin.18.fa.c00001_T190004...region001, T1900045079_TC20190073_bin.18_T1900045079_TC20190073_bin.18_contig_000001,ranthipeptide,RiPPs
T1900045079_TC20190073_bin.18.fa.c00021_T190004...region001, T1900045079_TC20190073_bin.18_T1900045079_TC20190073_bin.18_contig_000021,cyclic-lactone-autoinducer,RiPPs
T1900045079_TC20190073_bin.18.fa.c00022_T190004...region001, T1900045079_TC20190073_bin.18_T1900045079_TC20190073_bin.18_contig_000022,NRPS,NRPS
T1900045079_TC20190073_bin.18.fa.c00040_T190004...region001, T1900045079_TC20190073_bin.18_T1900045079_TC20190073_bin.18_contig_000040,RRE-containing,RiPPs
T1900045079_TC20190073_bin.18.fa.c00058_T190004...region001, T1900045079_TC20190073_bin.18_T1900045079_TC20190073_bin.18_contig_000058,NRPS-like,NRPS
T1900045079_TC20190073_bin.18.fa.c00076_T190004...region001, T1900045079_TC20190073_bin.18_T1900045079_TC20190073_bin.18_contig_000076,RRE-containing,RiPPs
T1900045079_TC20190073_bin.18.fa.c00084_T190004...region001, T1900045079_TC20190073_bin.18_T1900045079_TC20190073_bin.18_contig_000084,RRE-containing,RiPPs
T1900045079_TC20190073_bin.18.fa.c00086_T190004...region001, T1900045079_TC20190073_bin.18_T1900045079_TC20190073_bin.18_contig_000086,RRE-containing,RiPPs
T1900045079_TC20190073_bin.194.fa.c00021_T190004...region001, T1900045079_TC20190073_bin.194_T1900045079_TC20190073_bin.194_contig_000021,cyclic-lactone-autoinducer,RiPPs
T1900045079_TC20190073_bin.194.fa.c00021_T190004...region002, T1900045079_TC20190073_bin.194_T1900045079_TC20190073_bin.194_contig_000021,NRPS-like,NRPS
T1900045079_TC20190073_bin.194.fa.c00023_T190004...region001, T1900045079_TC20190073_bin.194_T1900045079_TC20190073_bin.194_contig_000023,RRE-containing,RiPPs
T1900045079_TC20190073_bin.194.fa.c00023_T190004...region002, T1900045079_TC20190073_bin.194_T1900045079_TC20190073_bin.194_contig_000023,ranthipeptide,RiPPs
T1900045079_TC20190073_bin.60.fa.c00028_T190004...region001, T1900045079_TC20190073_bin.60_T1900045079_TC20190073_bin.60_contig_000028,NRPS-like,NRPS
T1900045079_TC20190073_bin.61.fa.c00079_T190004...region001, T1900045079_TC20190073_bin.61_T1900045079_TC20190073_bin.61_contig_000079,RRE-containing,RiPPs
T1900045079_TC20190073_bin.61.fa.c00092_T190004...region001, T1900045079_TC20190073_bin.61_T1900045079_TC20190073_bin.61_contig_000092,betalactone,Others
T1900045079_TC20190073_bin.61.fa.c00155_T190004...region001, T1900045079_TC20190073_bin.61_T1900045079_TC20190073_bin.61_contig_000155,RRE-containing,RiPPs
T1900045079_TC20190073_bin.91.fa.c00069_T190004...region001, T1900045079_TC20190073_bin.91_T1900045079_TC20190073_bin.91_contig_000069,RiPP-like,RiPPs
T1900045080_TC20190074_bin.257.fa.c00002_T190004...region001, T1900045080_TC20190074_bin.257_T1900045080_TC20190074_bin.257_contig_000002,RRE-containing,RiPPs
T1900045080_TC20190074_bin.257.fa.c00023_T190004...region001, T1900045080_TC20190074_bin.257_T1900045080_TC20190074_bin.257_contig_000023,ranthipeptide,RiPPs
T1900045080_TC20190074_bin.257.fa.c00024_T190004...region001, T1900045080_TC20190074_bin.257_T1900045080_TC20190074_bin.257_contig_000024,betalactone,Others
T1900045080_TC20190074_bin.257.fa.c00029_T190004...region001, T1900045080_TC20190074_bin.257_T1900045080_TC20190074_bin.257_contig_000029,betalactone,Others
T1900045080_TC20190074_bin.86.fa.c00005_T190004...region001, T1900045080_TC20190074_bin.86_T1900045080_TC20190074_bin.86_contig_000005,betalactone,Others
T1900045080_TC20190074_bin.86.fa.c00006_T190004...region001, T1900045080_TC20190074_bin.86_T1900045080_TC20190074_bin.86_contig_000006,RRE-containing,RiPPs
T1900045080_TC20190074_bin.86.fa.c00062_T190004...region001, T1900045080_TC20190074_bin.86_T1900045080_TC20190074_bin.86_contig_000062,ranthipeptide,RiPPs
T1900045081_TC20190075_bin.160.fa.c00242_T190004...region001, T1900045081_TC20190075_bin.160_T1900045081_TC20190075_bin.160_contig_000242,ranthipeptide,RiPPs
T1900045081_TC20190075_bin.160.fa.c00283_T190004...region001, T1900045081_TC20190075_bin.160_T1900045081_TC20190075_bin.160_contig_000283,RRE-containing,RiPPs
T1900045081_TC20190075_bin.17.fa.c00011_T190004...region001, T1900045081_TC20190075_bin.17_T1900045081_TC20190075_bin.17_contig_000011,NRPS-like,NRPS
T1900045081_TC20190075_bin.176.fa.c00013_T190004...region001, T1900045081_TC20190075_bin.176_T1900045081_TC20190075_bin.176_contig_000013,betalactone,Others
T1900045081_TC20190075_bin.176.fa.c00062_T190004...region001, T1900045081_TC20190075_bin.176_T1900045081_TC20190075_bin.176_contig_000062,RRE-containing,RiPPs
T1900045081_TC20190075_bin.186.fa.c00005_T190004...region001, T1900045081_TC20190075_bin.186_T1900045081_TC20190075_bin.186_contig_000005,betalactone,Others
T1900045081_TC20190075_bin.186.fa.c00020_T190004...region001, T1900045081_TC20190075_bin.186_T1900045081_TC20190075_bin.186_contig_000020,RRE-containing,RiPPs
T1900045081_TC20190075_bin.186.fa.c00027_T190004...region001, T1900045081_TC20190075_bin.186_T1900045081_TC20190075_bin.186_contig_000027,ranthipeptide,RiPPs
T1900045081_TC20190075_bin.202.fa.c00021_T190004...region001, T1900045081_TC20190075_bin.202_T1900045081_TC20190075_bin.202_contig_000021,betalactone,Others
T1900045081_TC20190075_bin.202.fa.c00040_T190004...region001, T1900045081_TC20190075_bin.202_T1900045081_TC20190075_bin.202_contig_000040,ranthipeptide,RiPPs
T1900045081_TC20190075_bin.202.fa.c00171_T190004...region001, T1900045081_TC20190075_bin.202_T1900045081_TC20190075_bin.202_contig_000171,RRE-containing,RiPPs
T1900045081_TC20190075_bin.216.fa.c00031_T190004...region001, T1900045081_TC20190075_bin.216_T1900045081_TC20190075_bin.216_contig_000031,betalactone,Others
T1900045081_TC20190075_bin.256.fa.c00011_T190004...region001, T1900045081_TC20190075_bin.256_T1900045081_TC20190075_bin.256_contig_000011,RRE-containing,RiPPs
T1900045081_TC20190075_bin.256.fa.c00019_T190004...region001, T1900045081_TC20190075_bin.256_T1900045081_TC20190075_bin.256_contig_000019,betalactone,Others
T1900045081_TC20190075_bin.256.fa.c00019_T190004...region002, T1900045081_TC20190075_bin.256_T1900045081_TC20190075_bin.256_contig_000019,RRE-containing,RiPPs
T1900045081_TC20190075_bin.322.fa.c00160_T190004...region001, T1900045081_TC20190075_bin.322_T1900045081_TC20190075_bin.322_contig_000160,ranthipeptide,RiPPs
T1900045081_TC20190075_bin.322.fa.c00188_T190004...region001, T1900045081_TC20190075_bin.322_T1900045081_TC20190075_bin.322_contig_000188,betalactone,Others
T1900045081_TC20190075_bin.87.fa.c00027_T190004...region001, T1900045081_TC20190075_bin.87_T1900045081_TC20190075_bin.87_contig_000027,RRE-containing,RiPPs
T1900045081_TC20190075_bin.87.fa.c00041_T190004...region001, T1900045081_TC20190075_bin.87_T1900045081_TC20190075_bin.87_contig_000041,RRE-containing,RiPPs
T1900045081_TC20190075_bin.87.fa.c00142_T190004...region001, T1900045081_TC20190075_bin.87_T1900045081_TC20190075_bin.87_contig_000142,betalactone,Others
T1900045081_TC20190075_bin.87.fa.c00152_T190004...region001, T1900045081_TC20190075_bin.87_T1900045081_TC20190075_bin.87_contig_000152,ranthipeptide,RiPPs
T1900045081_TC20190075_bin.87.fa.c00176_T190004...region001, T1900045081_TC20190075_bin.87_T1900045081_TC20190075_bin.87_contig_000176,RRE-containing,RiPPs
T1900045082_TC20190076_bin.104.fa.c00035_T190004...region001, T1900045082_TC20190076_bin.104_T1900045082_TC20190076_bin.104_contig_000035,NRPS-like,NRPS
T1900045082_TC20190076_bin.104.fa.c00062_T190004...region001, T1900045082_TC20190076_bin.104_T1900045082_TC20190076_bin.104_contig_000062,ranthipeptide.betalactone,Others
T1900045082_TC20190076_bin.104.fa.c00068_T190004...region001, T1900045082_TC20190076_bin.104_T1900045082_TC20190076_bin.104_contig_000068,RRE-containing,RiPPs
T1900045082_TC20190076_bin.131.fa.c00068_T190004...region001, T1900045082_TC20190076_bin.131_T1900045082_TC20190076_bin.131_contig_000068,NRPS-like,NRPS
T1900045082_TC20190076_bin.141.fa.c00274_T190004...region001, T1900045082_TC20190076_bin.141_T1900045082_TC20190076_bin.141_contig_000274,betalactone,Others
T1900045082_TC20190076_bin.154.fa.c00041_T190004...region001, T1900045082_TC20190076_bin.154_T1900045082_TC20190076_bin.154_contig_000041,RRE-containing,RiPPs
T1900045082_TC20190076_bin.181.fa.c00038_T190004...region001, T1900045082_TC20190076_bin.181_T1900045082_TC20190076_bin.181_contig_000038,NRPS,NRPS
T1900045082_TC20190076_bin.181.fa.c00106_T190004...region001, T1900045082_TC20190076_bin.181_T1900045082_TC20190076_bin.181_contig_000106,NRPS,NRPS
T1900045082_TC20190076_bin.181.fa.c00210_T190004...region001, T1900045082_TC20190076_bin.181_T1900045082_TC20190076_bin.181_contig_000210,thioamitides,Others
T1900045082_TC20190076_bin.181.fa.c00252_T190004...region001, T1900045082_TC20190076_bin.181_T1900045082_TC20190076_bin.181_contig_000252,NRPS,NRPS
T1900045082_TC20190076_bin.181.fa.c00263_T190004...region001, T1900045082_TC20190076_bin.181_T1900045082_TC20190076_bin.181_contig_000263,NRPS-like,NRPS
T1900045082_TC20190076_bin.181.fa.c00301_T190004...region001, T1900045082_TC20190076_bin.181_T1900045082_TC20190076_bin.181_contig_000301,NRPS,NRPS
T1900045082_TC20190076_bin.182.fa.c00210_T190004...region001, T1900045082_TC20190076_bin.182_T1900045082_TC20190076_bin.182_contig_000210,NRPS-like,NRPS
T1900045082_TC20190076_bin.243.fa.c00023_T190004...region001, T1900045082_TC20190076_bin.243_T1900045082_TC20190076_bin.243_contig_000023,RRE-containing,RiPPs
T1900045082_TC20190076_bin.243.fa.c00128_T190004...region001, T1900045082_TC20190076_bin.243_T1900045082_TC20190076_bin.243_contig_000128,ranthipeptide,RiPPs
T1900045082_TC20190076_bin.32.fa.c00008_T190004...region001, T1900045082_TC20190076_bin.32_T1900045082_TC20190076_bin.32_contig_000008,terpene,Terpene
T1900045082_TC20190076_bin.32.fa.c00029_T190004...region001, T1900045082_TC20190076_bin.32_T1900045082_TC20190076_bin.32_contig_000029,T1PKS,PKSI
T1900045082_TC20190076_bin.32.fa.c00075_T190004...region001, T1900045082_TC20190076_bin.32_T1900045082_TC20190076_bin.32_contig_000075,terpene,Terpene
T1900045082_TC20190076_bin.81.fa.c00040_T190004...region001, T1900045082_TC20190076_bin.81_T1900045082_TC20190076_bin.81_contig_000040,NRPS-like,NRPS
T1900045082_TC20190076_bin.81.fa.c00097_T190004...region001, T1900045082_TC20190076_bin.81_T1900045082_TC20190076_bin.81_contig_000097,RRE-containing,RiPPs
T1900045082_TC20190076_bin.81.fa.c00243_T190004...region001, T1900045082_TC20190076_bin.81_T1900045082_TC20190076_bin.81_contig_000243,ranthipeptide,RiPPs
T1900045083_TC20190077_bin.153.fa.c00013_T190004...region001, T1900045083_TC20190077_bin.153_T1900045083_TC20190077_bin.153_contig_000013,terpene,Terpene
T1900045083_TC20190077_bin.153.fa.c00067_T190004...region001, T1900045083_TC20190077_bin.153_T1900045083_TC20190077_bin.153_contig_000067,T1PKS,PKSI
T1900045083_TC20190077_bin.153.fa.c00080_T190004...region001, T1900045083_TC20190077_bin.153_T1900045083_TC20190077_bin.153_contig_000080,terpene,Terpene
T1900045083_TC20190077_bin.20.fa.c00005_T190004...region001, T1900045083_TC20190077_bin.20_T1900045083_TC20190077_bin.20_contig_000005,betalactone,Others
T1900045083_TC20190077_bin.20.fa.c00007_T190004...region001, T1900045083_TC20190077_bin.20_T1900045083_TC20190077_bin.20_contig_000007,RRE-containing,RiPPs
T1900045083_TC20190077_bin.211.fa.c00006_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000006,NRPS,NRPS
T1900045083_TC20190077_bin.211.fa.c00013_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000013,NRPS,NRPS
T1900045083_TC20190077_bin.211.fa.c00031_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000031,NRPS,NRPS
T1900045083_TC20190077_bin.211.fa.c00053_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000053,NRPS,NRPS
T1900045083_TC20190077_bin.211.fa.c00059_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000059,NRPS,NRPS
T1900045083_TC20190077_bin.211.fa.c00067_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000067,NRPS,NRPS
T1900045083_TC20190077_bin.211.fa.c00098_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000098,NRPS-like,NRPS
T1900045083_TC20190077_bin.211.fa.c00107_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000107,NRPS-like,NRPS
T1900045083_TC20190077_bin.211.fa.c00126_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000126,NRPS,NRPS
T1900045083_TC20190077_bin.211.fa.c00210_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000210,NRPS,NRPS
T1900045083_TC20190077_bin.211.fa.c00231_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000231,NRPS,NRPS
T1900045083_TC20190077_bin.211.fa.c00239_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000239,NRPS,NRPS
T1900045083_TC20190077_bin.211.fa.c00356_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000356,NRPS,NRPS
T1900045083_TC20190077_bin.211.fa.c00366_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000366,NRPS,NRPS
T1900045083_TC20190077_bin.211.fa.c00373_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000373,NRPS,NRPS
T1900045083_TC20190077_bin.211.fa.c00394_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000394,NRPS,NRPS
T1900045083_TC20190077_bin.211.fa.c00418_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000418,NRPS,NRPS
T1900045083_TC20190077_bin.211.fa.c00447_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000447,NRPS,NRPS
T1900045083_TC20190077_bin.211.fa.c00458_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000458,thioamitides,Others
T1900045083_TC20190077_bin.211.fa.c00475_T190004...region001, T1900045083_TC20190077_bin.211_T1900045083_TC20190077_bin.211_contig_000475,NRPS,NRPS
T1900045083_TC20190077_bin.86.fa.c00029_T190004...region001, T1900045083_TC20190077_bin.86_T1900045083_TC20190077_bin.86_contig_000029,RRE-containing,RiPPs
T1900045085_TC20190079_bin.181.fa.c00023_T190004...region001, T1900045085_TC20190079_bin.181_T1900045085_TC20190079_bin.181_contig_000023,RRE-containing,RiPPs
T1900045085_TC20190079_bin.181.fa.c00023_T190004...region002, T1900045085_TC20190079_bin.181_T1900045085_TC20190079_bin.181_contig_000023,RRE-containing,RiPPs
T1900045085_TC20190079_bin.189.fa.c00429_T190004...region001, T1900045085_TC20190079_bin.189_T1900045085_TC20190079_bin.189_contig_000429,betalactone,Others
T1900045085_TC20190079_bin.189.fa.c00436_T190004...region001, T1900045085_TC20190079_bin.189_T1900045085_TC20190079_bin.189_contig_000436,RRE-containing,RiPPs
T1900045085_TC20190079_bin.21.fa.c00022_T190004...region001, T1900045085_TC20190079_bin.21_T1900045085_TC20190079_bin.21_contig_000022,RRE-containing,RiPPs
T1900045085_TC20190079_bin.21.fa.c00033_T190004...region001, T1900045085_TC20190079_bin.21_T1900045085_TC20190079_bin.21_contig_000033,betalactone,Others
T1900045085_TC20190079_bin.21.fa.c00185_T190004...region001, T1900045085_TC20190079_bin.21_T1900045085_TC20190079_bin.21_contig_000185,RRE-containing,RiPPs
T1900045085_TC20190079_bin.50.fa.c00021_T190004...region001, T1900045085_TC20190079_bin.50_T1900045085_TC20190079_bin.50_contig_000021,betalactone,Others
T1900045085_TC20190079_bin.50.fa.c00082_T190004...region001, T1900045085_TC20190079_bin.50_T1900045085_TC20190079_bin.50_contig_000082,RRE-containing,RiPPs
T1900045085_TC20190079_bin.90.fa.c00035_T190004...region001, T1900045085_TC20190079_bin.90_T1900045085_TC20190079_bin.90_contig_000035,NRPS,NRPS
T1900045085_TC20190079_bin.90.fa.c00046_T190004...region001, T1900045085_TC20190079_bin.90_T1900045085_TC20190079_bin.90_contig_000046,NRPS,NRPS
T1900045085_TC20190079_bin.90.fa.c00087_T190004...region001, T1900045085_TC20190079_bin.90_T1900045085_TC20190079_bin.90_contig_000087,NRPS,NRPS
T1900045085_TC20190079_bin.90.fa.c00183_T190004...region001, T1900045085_TC20190079_bin.90_T1900045085_TC20190079_bin.90_contig_000183,RRE-containing,RiPPs
T1900045085_TC20190079_bin.90.fa.c00262_T190004...region001, T1900045085_TC20190079_bin.90_T1900045085_TC20190079_bin.90_contig_000262,arylpolyene,Others
T1900045085_TC20190079_bin.90.fa.c00314_T190004...region001, T1900045085_TC20190079_bin.90_T1900045085_TC20190079_bin.90_contig_000314,NRPS-like.NRPS,NRPS
