BGC_ID,BGC_cluster_ID,BGC_Prediction,BiG-SCAPE_class
T1900045371_YK20190061_bin.187.fa.c00178_T190004...region001, T1900045371_YK20190061_bin.187_T1900045371_YK20190061_bin.187_contig_000178,RRE-containing,RiPPs
T1900045371_YK20190061_bin.187.fa.c00184_T190004...region001, T1900045371_YK20190061_bin.187_T1900045371_YK20190061_bin.187_contig_000184,ranthipeptide,RiPPs
T1900045371_YK20190061_bin.190.fa.c00292_T190004...region001, T1900045371_YK20190061_bin.190_T1900045371_YK20190061_bin.190_contig_000292,RRE-containing,RiPPs
T1900045371_YK20190061_bin.190.fa.c00340_T190004...region001, T1900045371_YK20190061_bin.190_T1900045371_YK20190061_bin.190_contig_000340,ranthipeptide,RiPPs
T1900045371_YK20190061_bin.67.fa.c00002_T190004...region001, T1900045371_YK20190061_bin.67_T1900045371_YK20190061_bin.67_contig_000002,betalactone,Others
T1900045371_YK20190061_bin.67.fa.c00006_T190004...region001, T1900045371_YK20190061_bin.67_T1900045371_YK20190061_bin.67_contig_000006,ranthipeptide,RiPPs
T1900045371_YK20190061_bin.67.fa.c00044_T190004...region001, T1900045371_YK20190061_bin.67_T1900045371_YK20190061_bin.67_contig_000044,RRE-containing,RiPPs
T1900045373_YK20190063_bin.120.fa.c00073_T190004...region001, T1900045373_YK20190063_bin.120_T1900045373_YK20190063_bin.120_contig_000073,ranthipeptide,RiPPs
T1900045373_YK20190063_bin.126.fa.c00006_T190004...region001, T1900045373_YK20190063_bin.126_T1900045373_YK20190063_bin.126_contig_000006,NRPS-like,NRPS
T1900045373_YK20190063_bin.126.fa.c00015_T190004...region001, T1900045373_YK20190063_bin.126_T1900045373_YK20190063_bin.126_contig_000015,NRPS,NRPS
T1900045373_YK20190063_bin.126.fa.c00018_T190004...region001, T1900045373_YK20190063_bin.126_T1900045373_YK20190063_bin.126_contig_000018,NRPS,NRPS
T1900045373_YK20190063_bin.126.fa.c00025_T190004...region001, T1900045373_YK20190063_bin.126_T1900045373_YK20190063_bin.126_contig_000025,NRPS,NRPS
T1900045373_YK20190063_bin.126.fa.c00034_T190004...region001, T1900045373_YK20190063_bin.126_T1900045373_YK20190063_bin.126_contig_000034,NRPS,NRPS
T1900045373_YK20190063_bin.126.fa.c00079_T190004...region001, T1900045373_YK20190063_bin.126_T1900045373_YK20190063_bin.126_contig_000079,NRPS,NRPS
T1900045373_YK20190063_bin.126.fa.c00101_T190004...region001, T1900045373_YK20190063_bin.126_T1900045373_YK20190063_bin.126_contig_000101,NRPS,NRPS
T1900045373_YK20190063_bin.126.fa.c00109_T190004...region001, T1900045373_YK20190063_bin.126_T1900045373_YK20190063_bin.126_contig_000109,NRPS,NRPS
T1900045373_YK20190063_bin.126.fa.c00112_T190004...region001, T1900045373_YK20190063_bin.126_T1900045373_YK20190063_bin.126_contig_000112,NRPS,NRPS
T1900045373_YK20190063_bin.126.fa.c00117_T190004...region001, T1900045373_YK20190063_bin.126_T1900045373_YK20190063_bin.126_contig_000117,NRPS,NRPS
T1900045373_YK20190063_bin.126.fa.c00132_T190004...region001, T1900045373_YK20190063_bin.126_T1900045373_YK20190063_bin.126_contig_000132,NRPS,NRPS
T1900045373_YK20190063_bin.126.fa.c00159_T190004...region001, T1900045373_YK20190063_bin.126_T1900045373_YK20190063_bin.126_contig_000159,NRPS,NRPS
T1900045373_YK20190063_bin.126.fa.c00168_T190004...region001, T1900045373_YK20190063_bin.126_T1900045373_YK20190063_bin.126_contig_000168,NRPS,NRPS
T1900045373_YK20190063_bin.126.fa.c00194_T190004...region001, T1900045373_YK20190063_bin.126_T1900045373_YK20190063_bin.126_contig_000194,thioamitides,Others
T1900045373_YK20190063_bin.126.fa.c00199_T190004...region001, T1900045373_YK20190063_bin.126_T1900045373_YK20190063_bin.126_contig_000199,NRPS,NRPS
T1900045373_YK20190063_bin.149.fa.c00003_T190004...region001, T1900045373_YK20190063_bin.149_T1900045373_YK20190063_bin.149_contig_000003,RRE-containing,RiPPs
T1900045373_YK20190063_bin.149.fa.c00029_T190004...region001, T1900045373_YK20190063_bin.149_T1900045373_YK20190063_bin.149_contig_000029,ranthipeptide,RiPPs
T1900045373_YK20190063_bin.229.fa.c00124_T190004...region001, T1900045373_YK20190063_bin.229_T1900045373_YK20190063_bin.229_contig_000124,RRE-containing,RiPPs
T1900045373_YK20190063_bin.229.fa.c00128_T190004...region001, T1900045373_YK20190063_bin.229_T1900045373_YK20190063_bin.229_contig_000128,RRE-containing,RiPPs
T1900045373_YK20190063_bin.43.fa.c00029_T190004...region001, T1900045373_YK20190063_bin.43_T1900045373_YK20190063_bin.43_contig_000029,RRE-containing,RiPPs
T1900045373_YK20190063_bin.43.fa.c00032_T190004...region001, T1900045373_YK20190063_bin.43_T1900045373_YK20190063_bin.43_contig_000032,betalactone,Others
T1900045373_YK20190063_bin.43.fa.c00034_T190004...region001, T1900045373_YK20190063_bin.43_T1900045373_YK20190063_bin.43_contig_000034,ranthipeptide,RiPPs
T1900045373_YK20190063_bin.49.fa.c00008_T190004...region001, T1900045373_YK20190063_bin.49_T1900045373_YK20190063_bin.49_contig_000008,RRE-containing,RiPPs
T1900045373_YK20190063_bin.49.fa.c00036_T190004...region001, T1900045373_YK20190063_bin.49_T1900045373_YK20190063_bin.49_contig_000036,ranthipeptide,RiPPs
T1900045373_YK20190063_bin.49.fa.c00045_T190004...region001, T1900045373_YK20190063_bin.49_T1900045373_YK20190063_bin.49_contig_000045,betalactone,Others
T1900045373_YK20190063_bin.49.fa.c00057_T190004...region001, T1900045373_YK20190063_bin.49_T1900045373_YK20190063_bin.49_contig_000057,NRPS-like,NRPS
T1900045373_YK20190063_bin.49.fa.c00072_T190004...region001, T1900045373_YK20190063_bin.49_T1900045373_YK20190063_bin.49_contig_000072,ranthipeptide,RiPPs
T1900045373_YK20190063_bin.54.fa.c00045_T190004...region001, T1900045373_YK20190063_bin.54_T1900045373_YK20190063_bin.54_contig_000045,RRE-containing,RiPPs
T1900045373_YK20190063_bin.54.fa.c00045_T190004...region002, T1900045373_YK20190063_bin.54_T1900045373_YK20190063_bin.54_contig_000045,betalactone,Others
T1900045375_YK20190065_bin.116.fa.c00100_T190004...region001, T1900045375_YK20190065_bin.116_T1900045375_YK20190065_bin.116_contig_000100,RRE-containing,RiPPs
T1900045375_YK20190065_bin.248.fa.c00060_T190004...region001, T1900045375_YK20190065_bin.248_T1900045375_YK20190065_bin.248_contig_000060,RRE-containing,RiPPs
T1900045375_YK20190065_bin.248.fa.c00079_T190004...region001, T1900045375_YK20190065_bin.248_T1900045375_YK20190065_bin.248_contig_000079,RRE-containing,RiPPs
T1900045375_YK20190065_bin.248.fa.c00341_T190004...region001, T1900045375_YK20190065_bin.248_T1900045375_YK20190065_bin.248_contig_000341,betalactone,Others
T1900045375_YK20190065_bin.36.fa.c00163_T190004...region001, T1900045375_YK20190065_bin.36_T1900045375_YK20190065_bin.36_contig_000163,ranthipeptide,RiPPs
T1900045375_YK20190065_bin.36.fa.c00255_T190004...region001, T1900045375_YK20190065_bin.36_T1900045375_YK20190065_bin.36_contig_000255,RRE-containing,RiPPs
T1900045375_YK20190065_bin.36.fa.c00321_T190004...region001, T1900045375_YK20190065_bin.36_T1900045375_YK20190065_bin.36_contig_000321,betalactone,Others
T1900045375_YK20190065_bin.74.fa.c00020_T190004...region001, T1900045375_YK20190065_bin.74_T1900045375_YK20190065_bin.74_contig_000020,LAP,RiPPs
T1900045376_YK20190066_bin.104.fa.c00002_T190004...region001, T1900045376_YK20190066_bin.104_T1900045376_YK20190066_bin.104_contig_000002,NRPS,NRPS
T1900045376_YK20190066_bin.104.fa.c00014_T190004...region001, T1900045376_YK20190066_bin.104_T1900045376_YK20190066_bin.104_contig_000014,ranthipeptide,RiPPs
T1900045376_YK20190066_bin.104.fa.c00017_T190004...region001, T1900045376_YK20190066_bin.104_T1900045376_YK20190066_bin.104_contig_000017,betalactone,Others
T1900045376_YK20190066_bin.104.fa.c00028_T190004...region001, T1900045376_YK20190066_bin.104_T1900045376_YK20190066_bin.104_contig_000028,RRE-containing,RiPPs
T1900045376_YK20190066_bin.146.fa.c00025_T190004...region001, T1900045376_YK20190066_bin.146_T1900045376_YK20190066_bin.146_contig_000025,RRE-containing,RiPPs
T1900045376_YK20190066_bin.146.fa.c00117_T190004...region001, T1900045376_YK20190066_bin.146_T1900045376_YK20190066_bin.146_contig_000117,betalactone,Others
T1900045376_YK20190066_bin.146.fa.c00175_T190004...region001, T1900045376_YK20190066_bin.146_T1900045376_YK20190066_bin.146_contig_000175,ranthipeptide,RiPPs
T1900045376_YK20190066_bin.80.fa.c00005_T190004...region001, T1900045376_YK20190066_bin.80_T1900045376_YK20190066_bin.80_contig_000005,RRE-containing,RiPPs
T1900045376_YK20190066_bin.80.fa.c00018_T190004...region001, T1900045376_YK20190066_bin.80_T1900045376_YK20190066_bin.80_contig_000018,ranthipeptide,RiPPs
T1900045376_YK20190066_bin.80.fa.c00080_T190004...region001, T1900045376_YK20190066_bin.80_T1900045376_YK20190066_bin.80_contig_000080,betalactone,Others
T1900045378_YK20190068_bin.133.fa.c00006_T190004...region001, T1900045378_YK20190068_bin.133_T1900045378_YK20190068_bin.133_contig_000006,RRE-containing,RiPPs
T1900045378_YK20190068_bin.133.fa.c00032_T190004...region001, T1900045378_YK20190068_bin.133_T1900045378_YK20190068_bin.133_contig_000032,betalactone,Others
T1900045378_YK20190068_bin.133.fa.c00046_T190004...region001, T1900045378_YK20190068_bin.133_T1900045378_YK20190068_bin.133_contig_000046,RRE-containing,RiPPs
T1900045378_YK20190068_bin.133.fa.c00063_T190004...region001, T1900045378_YK20190068_bin.133_T1900045378_YK20190068_bin.133_contig_000063,ranthipeptide,RiPPs
T1900045378_YK20190068_bin.23.fa.c00103_T190004...region001, T1900045378_YK20190068_bin.23_T1900045378_YK20190068_bin.23_contig_000103,cyclic-lactone-autoinducer,RiPPs
T1900045378_YK20190068_bin.26.fa.c00024_T190004...region001, T1900045378_YK20190068_bin.26_T1900045378_YK20190068_bin.26_contig_000024,RRE-containing,RiPPs
T1900045378_YK20190068_bin.26.fa.c00052_T190004...region001, T1900045378_YK20190068_bin.26_T1900045378_YK20190068_bin.26_contig_000052,betalactone,Others
T1900045378_YK20190068_bin.29.fa.c00075_T190004...region001, T1900045378_YK20190068_bin.29_T1900045378_YK20190068_bin.29_contig_000075,betalactone,Others
T1900045378_YK20190068_bin.47.fa.c00130_T190004...region001, T1900045378_YK20190068_bin.47_T1900045378_YK20190068_bin.47_contig_000130,RRE-containing,RiPPs
T1900045378_YK20190068_bin.47.fa.c00264_T190004...region001, T1900045378_YK20190068_bin.47_T1900045378_YK20190068_bin.47_contig_000264,NRPS-like,NRPS
T1900045378_YK20190068_bin.9.fa.c00036_T190004...region001, T1900045378_YK20190068_bin.9_T1900045378_YK20190068_bin.9_contig_000036,RRE-containing,RiPPs
T1900045378_YK20190068_bin.9.fa.c00063_T190004...region001, T1900045378_YK20190068_bin.9_T1900045378_YK20190068_bin.9_contig_000063,cyclic-lactone-autoinducer,RiPPs
T1900045378_YK20190068_bin.9.fa.c00083_T190004...region001, T1900045378_YK20190068_bin.9_T1900045378_YK20190068_bin.9_contig_000083,ranthipeptide,RiPPs
T1900045380_YK20190070_bin.162.fa.c00028_T190004...region001, T1900045380_YK20190070_bin.162_T1900045380_YK20190070_bin.162_contig_000028,RRE-containing,RiPPs
T1900045380_YK20190070_bin.162.fa.c00167_T190004...region001, T1900045380_YK20190070_bin.162_T1900045380_YK20190070_bin.162_contig_000167,betalactone,Others
T1900045380_YK20190070_bin.188.fa.c00035_T190004...region001, T1900045380_YK20190070_bin.188_T1900045380_YK20190070_bin.188_contig_000035,ranthipeptide,RiPPs
T1900045380_YK20190070_bin.188.fa.c00049_T190004...region001, T1900045380_YK20190070_bin.188_T1900045380_YK20190070_bin.188_contig_000049,RRE-containing,RiPPs
T1900045380_YK20190070_bin.189.fa.c00013_T190004...region001, T1900045380_YK20190070_bin.189_T1900045380_YK20190070_bin.189_contig_000013,ranthipeptide,RiPPs
T1900045380_YK20190070_bin.265.fa.c00029_T190004...region001, T1900045380_YK20190070_bin.265_T1900045380_YK20190070_bin.265_contig_000029,betalactone,Others
T1900045380_YK20190070_bin.265.fa.c00062_T190004...region001, T1900045380_YK20190070_bin.265_T1900045380_YK20190070_bin.265_contig_000062,ranthipeptide,RiPPs
T1900045380_YK20190070_bin.289.fa.c00150_T190004...region001, T1900045380_YK20190070_bin.289_T1900045380_YK20190070_bin.289_contig_000150,ranthipeptide,RiPPs
T1900045380_YK20190070_bin.289.fa.c00172_T190004...region001, T1900045380_YK20190070_bin.289_T1900045380_YK20190070_bin.289_contig_000172,RRE-containing,RiPPs
T1900045380_YK20190070_bin.3.fa.c00015_T190004...region001, T1900045380_YK20190070_bin.3_T1900045380_YK20190070_bin.3_contig_000015,NRPS,NRPS
T1900045380_YK20190070_bin.3.fa.c00035_T190004...region001, T1900045380_YK20190070_bin.3_T1900045380_YK20190070_bin.3_contig_000035,NRPS,NRPS
T1900045380_YK20190070_bin.3.fa.c00044_T190004...region001, T1900045380_YK20190070_bin.3_T1900045380_YK20190070_bin.3_contig_000044,NRPS,NRPS
T1900045380_YK20190070_bin.3.fa.c00060_T190004...region001, T1900045380_YK20190070_bin.3_T1900045380_YK20190070_bin.3_contig_000060,NRPS,NRPS
T1900045380_YK20190070_bin.3.fa.c00107_T190004...region001, T1900045380_YK20190070_bin.3_T1900045380_YK20190070_bin.3_contig_000107,NRPS,NRPS
T1900045380_YK20190070_bin.3.fa.c00130_T190004...region001, T1900045380_YK20190070_bin.3_T1900045380_YK20190070_bin.3_contig_000130,NRPS,NRPS
T1900045380_YK20190070_bin.3.fa.c00133_T190004...region001, T1900045380_YK20190070_bin.3_T1900045380_YK20190070_bin.3_contig_000133,NRPS,NRPS
T1900045380_YK20190070_bin.3.fa.c00134_T190004...region001, T1900045380_YK20190070_bin.3_T1900045380_YK20190070_bin.3_contig_000134,thioamitides,Others
T1900045380_YK20190070_bin.62.fa.c00019_T190004...region001, T1900045380_YK20190070_bin.62_T1900045380_YK20190070_bin.62_contig_000019,NRPS-like,NRPS
T1900045380_YK20190070_bin.62.fa.c00048_T190004...region001, T1900045380_YK20190070_bin.62_T1900045380_YK20190070_bin.62_contig_000048,RRE-containing,RiPPs
T1900045380_YK20190070_bin.62.fa.c00059_T190004...region001, T1900045380_YK20190070_bin.62_T1900045380_YK20190070_bin.62_contig_000059,arylpolyene,Others
T1900045380_YK20190070_bin.92.fa.c00030_T190004...region001, T1900045380_YK20190070_bin.92_T1900045380_YK20190070_bin.92_contig_000030,ranthipeptide,RiPPs
T1900045380_YK20190070_bin.92.fa.c00044_T190004...region001, T1900045380_YK20190070_bin.92_T1900045380_YK20190070_bin.92_contig_000044,RRE-containing,RiPPs
T1900045381_YK20190071_bin.107.fa.c00004_T190004...region001, T1900045381_YK20190071_bin.107_T1900045381_YK20190071_bin.107_contig_000004,ranthipeptide,RiPPs
T1900045381_YK20190071_bin.107.fa.c00012_T190004...region001, T1900045381_YK20190071_bin.107_T1900045381_YK20190071_bin.107_contig_000012,proteusin,RiPPs
T1900045381_YK20190071_bin.107.fa.c00017_T190004...region001, T1900045381_YK20190071_bin.107_T1900045381_YK20190071_bin.107_contig_000017,ranthipeptide,RiPPs
T1900045381_YK20190071_bin.118.fa.c00207_T190004...region001, T1900045381_YK20190071_bin.118_T1900045381_YK20190071_bin.118_contig_000207,NRPS-like,NRPS
T1900045381_YK20190071_bin.145.fa.c00004_T190004...region001, T1900045381_YK20190071_bin.145_T1900045381_YK20190071_bin.145_contig_000004,betalactone,Others
T1900045381_YK20190071_bin.145.fa.c00004_T190004...region002, T1900045381_YK20190071_bin.145_T1900045381_YK20190071_bin.145_contig_000004,RRE-containing,RiPPs
T1900045381_YK20190071_bin.145.fa.c00017_T190004...region001, T1900045381_YK20190071_bin.145_T1900045381_YK20190071_bin.145_contig_000017,ranthipeptide,RiPPs
T1900045381_YK20190071_bin.197.fa.c00032_T190004...region001, T1900045381_YK20190071_bin.197_T1900045381_YK20190071_bin.197_contig_000032,RRE-containing,RiPPs
T1900045381_YK20190071_bin.197.fa.c00036_T190004...region001, T1900045381_YK20190071_bin.197_T1900045381_YK20190071_bin.197_contig_000036,NRPS,NRPS
T1900045381_YK20190071_bin.197.fa.c00054_T190004...region001, T1900045381_YK20190071_bin.197_T1900045381_YK20190071_bin.197_contig_000054,ranthipeptide,RiPPs
T1900045381_YK20190071_bin.197.fa.c00060_T190004...region001, T1900045381_YK20190071_bin.197_T1900045381_YK20190071_bin.197_contig_000060,betalactone,Others
T1900045381_YK20190071_bin.203.fa.c00075_T190004...region001, T1900045381_YK20190071_bin.203_T1900045381_YK20190071_bin.203_contig_000075,NRPS,NRPS
T1900045381_YK20190071_bin.208.fa.c00181_T190004...region001, T1900045381_YK20190071_bin.208_T1900045381_YK20190071_bin.208_contig_000181,ranthipeptide,RiPPs
T1900045381_YK20190071_bin.251.fa.c00071_T190004...region001, T1900045381_YK20190071_bin.251_T1900045381_YK20190071_bin.251_contig_000071,ranthipeptide,RiPPs
T1900045381_YK20190071_bin.251.fa.c00210_T190004...region001, T1900045381_YK20190071_bin.251_T1900045381_YK20190071_bin.251_contig_000210,RRE-containing,RiPPs
T1900045381_YK20190071_bin.268.fa.c00014_T190004...region001, T1900045381_YK20190071_bin.268_T1900045381_YK20190071_bin.268_contig_000014,RRE-containing,RiPPs
T1900045381_YK20190071_bin.268.fa.c00038_T190004...region001, T1900045381_YK20190071_bin.268_T1900045381_YK20190071_bin.268_contig_000038,betalactone,Others
T1900045381_YK20190071_bin.268.fa.c00052_T190004...region001, T1900045381_YK20190071_bin.268_T1900045381_YK20190071_bin.268_contig_000052,ranthipeptide,RiPPs
T1900045381_YK20190071_bin.35.fa.c00014_T190004...region001, T1900045381_YK20190071_bin.35_T1900045381_YK20190071_bin.35_contig_000014,RRE-containing,RiPPs
T1900045381_YK20190071_bin.35.fa.c00022_T190004...region001, T1900045381_YK20190071_bin.35_T1900045381_YK20190071_bin.35_contig_000022,ranthipeptide,RiPPs
T1900045381_YK20190071_bin.35.fa.c00029_T190004...region001, T1900045381_YK20190071_bin.35_T1900045381_YK20190071_bin.35_contig_000029,RRE-containing,RiPPs
T1900045381_YK20190071_bin.47.fa.c00019_T190004...region001, T1900045381_YK20190071_bin.47_T1900045381_YK20190071_bin.47_contig_000019,ranthipeptide,RiPPs
T1900045381_YK20190071_bin.47.fa.c00035_T190004...region001, T1900045381_YK20190071_bin.47_T1900045381_YK20190071_bin.47_contig_000035,RRE-containing,RiPPs
T1900045381_YK20190071_bin.47.fa.c00043_T190004...region001, T1900045381_YK20190071_bin.47_T1900045381_YK20190071_bin.47_contig_000043,betalactone,Others
T1900045381_YK20190071_bin.48.fa.c00033_T190004...region001, T1900045381_YK20190071_bin.48_T1900045381_YK20190071_bin.48_contig_000033,cyclic-lactone-autoinducer,RiPPs
T1900045381_YK20190071_bin.65.fa.c00008_T190004...region001, T1900045381_YK20190071_bin.65_T1900045381_YK20190071_bin.65_contig_000008,RRE-containing,RiPPs
T1900045381_YK20190071_bin.65.fa.c00043_T190004...region001, T1900045381_YK20190071_bin.65_T1900045381_YK20190071_bin.65_contig_000043,RRE-containing,RiPPs
T1900045381_YK20190071_bin.79.fa.c00065_T190004...region001, T1900045381_YK20190071_bin.79_T1900045381_YK20190071_bin.79_contig_000065,betalactone,Others
T1900045381_YK20190071_bin.79.fa.c00140_T190004...region001, T1900045381_YK20190071_bin.79_T1900045381_YK20190071_bin.79_contig_000140,RRE-containing,RiPPs
T1900045382_YK20190072_bin.109.fa.c00051_T190004...region001, T1900045382_YK20190072_bin.109_T1900045382_YK20190072_bin.109_contig_000051,RRE-containing,RiPPs
T1900045382_YK20190072_bin.109.fa.c00219_T190004...region001, T1900045382_YK20190072_bin.109_T1900045382_YK20190072_bin.109_contig_000219,betalactone,Others
T1900045382_YK20190072_bin.12.fa.c00219_T190004...region001, T1900045382_YK20190072_bin.12_T1900045382_YK20190072_bin.12_contig_000219,RRE-containing,RiPPs
T1900045382_YK20190072_bin.12.fa.c00272_T190004...region001, T1900045382_YK20190072_bin.12_T1900045382_YK20190072_bin.12_contig_000272,ranthipeptide,RiPPs
T1900045382_YK20190072_bin.12.fa.c00302_T190004...region001, T1900045382_YK20190072_bin.12_T1900045382_YK20190072_bin.12_contig_000302,RiPP-like,RiPPs
T1900045382_YK20190072_bin.167.fa.c00008_T190004...region001, T1900045382_YK20190072_bin.167_T1900045382_YK20190072_bin.167_contig_000008,arylpolyene,Others
T1900045382_YK20190072_bin.197.fa.c00305_T190004...region001, T1900045382_YK20190072_bin.197_T1900045382_YK20190072_bin.197_contig_000305,RRE-containing,RiPPs
T1900045382_YK20190072_bin.205.fa.c00045_T190004...region001, T1900045382_YK20190072_bin.205_T1900045382_YK20190072_bin.205_contig_000045,NRPS,NRPS
T1900045382_YK20190072_bin.205.fa.c00074_T190004...region001, T1900045382_YK20190072_bin.205_T1900045382_YK20190072_bin.205_contig_000074,cyclic-lactone-autoinducer,RiPPs
T1900045382_YK20190072_bin.231.fa.c00090_T190004...region001, T1900045382_YK20190072_bin.231_T1900045382_YK20190072_bin.231_contig_000090,RRE-containing,RiPPs
T1900045382_YK20190072_bin.237.fa.c00010_T190004...region001, T1900045382_YK20190072_bin.237_T1900045382_YK20190072_bin.237_contig_000010,betalactone,Others
T1900045382_YK20190072_bin.237.fa.c00022_T190004...region001, T1900045382_YK20190072_bin.237_T1900045382_YK20190072_bin.237_contig_000022,NRPS-like,NRPS
T1900045382_YK20190072_bin.237.fa.c00025_T190004...region001, T1900045382_YK20190072_bin.237_T1900045382_YK20190072_bin.237_contig_000025,ranthipeptide.terpene,Others
T1900045382_YK20190072_bin.237.fa.c00134_T190004...region001, T1900045382_YK20190072_bin.237_T1900045382_YK20190072_bin.237_contig_000134,NRPS,NRPS
T1900045382_YK20190072_bin.237.fa.c00135_T190004...region001, T1900045382_YK20190072_bin.237_T1900045382_YK20190072_bin.237_contig_000135,hserlactone,Others
T1900045382_YK20190072_bin.237.fa.c00140_T190004...region001, T1900045382_YK20190072_bin.237_T1900045382_YK20190072_bin.237_contig_000140,LAP.RiPP-like,RiPPs
T1900045382_YK20190072_bin.241.fa.c00196_T190004...region001, T1900045382_YK20190072_bin.241_T1900045382_YK20190072_bin.241_contig_000196,thioamitides,Others
T1900045382_YK20190072_bin.241.fa.c00200_T190004...region001, T1900045382_YK20190072_bin.241_T1900045382_YK20190072_bin.241_contig_000200,NRPS,NRPS
T1900045382_YK20190072_bin.255.fa.c00018_T190004...region001, T1900045382_YK20190072_bin.255_T1900045382_YK20190072_bin.255_contig_000018,ranthipeptide,RiPPs
T1900045382_YK20190072_bin.267.fa.c00002_T190004...region001, T1900045382_YK20190072_bin.267_T1900045382_YK20190072_bin.267_contig_000002,NRPS,NRPS
T1900045382_YK20190072_bin.267.fa.c00044_T190004...region001, T1900045382_YK20190072_bin.267_T1900045382_YK20190072_bin.267_contig_000044,NRPS-like,NRPS
T1900045382_YK20190072_bin.267.fa.c00088_T190004...region001, T1900045382_YK20190072_bin.267_T1900045382_YK20190072_bin.267_contig_000088,ranthipeptide,RiPPs
T1900045382_YK20190072_bin.267.fa.c00207_T190004...region001, T1900045382_YK20190072_bin.267_T1900045382_YK20190072_bin.267_contig_000207,RRE-containing,RiPPs
T1900045382_YK20190072_bin.38.fa.c00016_T190004...region001, T1900045382_YK20190072_bin.38_T1900045382_YK20190072_bin.38_contig_000016,RRE-containing,RiPPs
T1900045382_YK20190072_bin.38.fa.c00017_T190004...region001, T1900045382_YK20190072_bin.38_T1900045382_YK20190072_bin.38_contig_000017,RRE-containing,RiPPs
T1900045382_YK20190072_bin.38.fa.c00067_T190004...region001, T1900045382_YK20190072_bin.38_T1900045382_YK20190072_bin.38_contig_000067,betalactone,Others
T1900045382_YK20190072_bin.38.fa.c00133_T190004...region001, T1900045382_YK20190072_bin.38_T1900045382_YK20190072_bin.38_contig_000133,ranthipeptide,RiPPs
T1900045382_YK20190072_bin.69.fa.c00001_T190004...region001, T1900045382_YK20190072_bin.69_T1900045382_YK20190072_bin.69_contig_000001,arylpolyene,Others
T1900045382_YK20190072_bin.69.fa.c00023_T190004...region001, T1900045382_YK20190072_bin.69_T1900045382_YK20190072_bin.69_contig_000023,RRE-containing,RiPPs
T1900045384_YK20190074_bin.200.fa.c00002_T190004...region001, T1900045384_YK20190074_bin.200_T1900045384_YK20190074_bin.200_contig_000002,thiopeptide,RiPPs
T1900045384_YK20190074_bin.208.fa.c00018_T190004...region001, T1900045384_YK20190074_bin.208_T1900045384_YK20190074_bin.208_contig_000018,RRE-containing,RiPPs
T1900045384_YK20190074_bin.208.fa.c00022_T190004...region001, T1900045384_YK20190074_bin.208_T1900045384_YK20190074_bin.208_contig_000022,betalactone,Others
T1900045384_YK20190074_bin.208.fa.c00037_T190004...region001, T1900045384_YK20190074_bin.208_T1900045384_YK20190074_bin.208_contig_000037,ranthipeptide,RiPPs
T1900045384_YK20190074_bin.208.fa.c00039_T190004...region001, T1900045384_YK20190074_bin.208_T1900045384_YK20190074_bin.208_contig_000039,RRE-containing,RiPPs
T1900045384_YK20190074_bin.230.fa.c00004_T190004...region001, T1900045384_YK20190074_bin.230_T1900045384_YK20190074_bin.230_contig_000004,RRE-containing,RiPPs
T1900045384_YK20190074_bin.230.fa.c00011_T190004...region001, T1900045384_YK20190074_bin.230_T1900045384_YK20190074_bin.230_contig_000011,ranthipeptide,RiPPs
T1900045384_YK20190074_bin.230.fa.c00012_T190004...region001, T1900045384_YK20190074_bin.230_T1900045384_YK20190074_bin.230_contig_000012,betalactone,Others
T1900045384_YK20190074_bin.44.fa.c00006_T190004...region001, T1900045384_YK20190074_bin.44_T1900045384_YK20190074_bin.44_contig_000006,ranthipeptide,RiPPs
T1900045384_YK20190074_bin.44.fa.c00012_T190004...region001, T1900045384_YK20190074_bin.44_T1900045384_YK20190074_bin.44_contig_000012,betalactone,Others
T1900045384_YK20190074_bin.44.fa.c00058_T190004...region001, T1900045384_YK20190074_bin.44_T1900045384_YK20190074_bin.44_contig_000058,RRE-containing,RiPPs
T1900045384_YK20190074_bin.77.fa.c00015_T190004...region001, T1900045384_YK20190074_bin.77_T1900045384_YK20190074_bin.77_contig_000015,ranthipeptide,RiPPs
T1900045384_YK20190074_bin.77.fa.c00032_T190004...region001, T1900045384_YK20190074_bin.77_T1900045384_YK20190074_bin.77_contig_000032,RRE-containing,RiPPs
T1900045384_YK20190074_bin.77.fa.c00037_T190004...region001, T1900045384_YK20190074_bin.77_T1900045384_YK20190074_bin.77_contig_000037,betalactone,Others
T1900045384_YK20190074_bin.77.fa.c00039_T190004...region001, T1900045384_YK20190074_bin.77_T1900045384_YK20190074_bin.77_contig_000039,ranthipeptide,RiPPs
T1900045384_YK20190074_bin.87.fa.c00036_T190004...region001, T1900045384_YK20190074_bin.87_T1900045384_YK20190074_bin.87_contig_000036,betalactone,Others
T1900045384_YK20190074_bin.87.fa.c00042_T190004...region001, T1900045384_YK20190074_bin.87_T1900045384_YK20190074_bin.87_contig_000042,RRE-containing,RiPPs
T1900045386_YK20190076_bin.115.fa.c00040_T190004...region001, T1900045386_YK20190076_bin.115_T1900045386_YK20190076_bin.115_contig_000040,NRPS,NRPS
T1900045386_YK20190076_bin.115.fa.c00078_T190004...region001, T1900045386_YK20190076_bin.115_T1900045386_YK20190076_bin.115_contig_000078,NRPS,NRPS
T1900045386_YK20190076_bin.183.fa.c00003_T190004...region001, T1900045386_YK20190076_bin.183_T1900045386_YK20190076_bin.183_contig_000003,RRE-containing,RiPPs
