BGC_ID,BGC_cluster_ID,BGC_Prediction,BiG-SCAPE_class
TP20200812-DBC25_DT2009055248-1_bin.4.fa.c00008_TP20200...region001, TP20200812-DBC25_DT2009055248-1_bin.4_TP20200812-DBC25_DT2009055248-1_bin.4_contig_000008,ranthipeptide,RiPPs
TP20200812-DBC25_DT2009055248-1_bin.4.fa.c00014_TP20200...region001, TP20200812-DBC25_DT2009055248-1_bin.4_TP20200812-DBC25_DT2009055248-1_bin.4_contig_000014,betalactone,Others
TP20200812-DBC25_DT2009055248-1_bin.4.fa.c00035_TP20200...region001, TP20200812-DBC25_DT2009055248-1_bin.4_TP20200812-DBC25_DT2009055248-1_bin.4_contig_000035,RRE-containing,RiPPs
TP20200812-DBC25_DT2009055248-1_bin.49.fa.c00010_TP20200...region001, TP20200812-DBC25_DT2009055248-1_bin.49_TP20200812-DBC25_DT2009055248-1_bin.49_contig_000010,hserlactone,Others
TP20200812-DBC25_DT2009055248-1_bin.53.fa.c00142_TP20200...region001, TP20200812-DBC25_DT2009055248-1_bin.53_TP20200812-DBC25_DT2009055248-1_bin.53_contig_000142,RRE-containing,RiPPs
TP20200812-DBC25_DT2009055248-1_bin.7.fa.c00025_TP20200...region001, TP20200812-DBC25_DT2009055248-1_bin.7_TP20200812-DBC25_DT2009055248-1_bin.7_contig_000025,ranthipeptide,RiPPs
TP20200812-DBC25_DT2009055248-1_bin.7.fa.c00034_TP20200...region001, TP20200812-DBC25_DT2009055248-1_bin.7_TP20200812-DBC25_DT2009055248-1_bin.7_contig_000034,RRE-containing,RiPPs
TP20200812-DBC25_DT2009055248-1_bin.7.fa.c00066_TP20200...region001, TP20200812-DBC25_DT2009055248-1_bin.7_TP20200812-DBC25_DT2009055248-1_bin.7_contig_000066,RRE-containing,RiPPs
TP20200812-DBC25_DT2009055248-1_bin.7.fa.c00092_TP20200...region001, TP20200812-DBC25_DT2009055248-1_bin.7_TP20200812-DBC25_DT2009055248-1_bin.7_contig_000092,ranthipeptide,RiPPs
TP20200812-DBC25_DT2009055248-1_bin.72.fa.c00018_TP20200...region001, TP20200812-DBC25_DT2009055248-1_bin.72_TP20200812-DBC25_DT2009055248-1_bin.72_contig_000018,betalactone,Others
TP20200812-DBC25_DT2009055248-1_bin.72.fa.c00167_TP20200...region001, TP20200812-DBC25_DT2009055248-1_bin.72_TP20200812-DBC25_DT2009055248-1_bin.72_contig_000167,NRPS,NRPS
TP20200812-DBC25_DT2009055248-1_bin.72.fa.c00269_TP20200...region001, TP20200812-DBC25_DT2009055248-1_bin.72_TP20200812-DBC25_DT2009055248-1_bin.72_contig_000269,ranthipeptide,RiPPs
TP20200812-DBC25_DT2009055248-1_bin.80.fa.c00022_TP20200...region001, TP20200812-DBC25_DT2009055248-1_bin.80_TP20200812-DBC25_DT2009055248-1_bin.80_contig_000022,ranthipeptide,RiPPs
TP20200812-DBC25_DT2009055248-1_bin.80.fa.c00098_TP20200...region001, TP20200812-DBC25_DT2009055248-1_bin.80_TP20200812-DBC25_DT2009055248-1_bin.80_contig_000098,RRE-containing,RiPPs
TP20200812-DBC25_DT2009055248-1_bin.93.fa.c00004_TP20200...region001, TP20200812-DBC25_DT2009055248-1_bin.93_TP20200812-DBC25_DT2009055248-1_bin.93_contig_000004,arylpolyene,Others
TP20200812-DBC25_DT2009055248-1_bin.93.fa.c00085_TP20200...region001, TP20200812-DBC25_DT2009055248-1_bin.93_TP20200812-DBC25_DT2009055248-1_bin.93_contig_000085,ranthipeptide,RiPPs
TP20200812-DBC25_DT2009055248-1_bin.93.fa.c00137_TP20200...region001, TP20200812-DBC25_DT2009055248-1_bin.93_TP20200812-DBC25_DT2009055248-1_bin.93_contig_000137,NRPS-like,NRPS
TP20200812-DBC26_DT2009055249-1_bin.104.fa.c00072_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.104_TP20200812-DBC26_DT2009055249-1_bin.104_contig_000072,RRE-containing,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.104.fa.c00073_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.104_TP20200812-DBC26_DT2009055249-1_bin.104_contig_000073,ranthipeptide,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.124.fa.c00005_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.124_TP20200812-DBC26_DT2009055249-1_bin.124_contig_000005,betalactone,Others
TP20200812-DBC26_DT2009055249-1_bin.124.fa.c00005_TP20200...region002, TP20200812-DBC26_DT2009055249-1_bin.124_TP20200812-DBC26_DT2009055249-1_bin.124_contig_000005,RRE-containing,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.124.fa.c00010_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.124_TP20200812-DBC26_DT2009055249-1_bin.124_contig_000010,ranthipeptide,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.136.fa.c00007_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.136_TP20200812-DBC26_DT2009055249-1_bin.136_contig_000007,NRPS-like,NRPS
TP20200812-DBC26_DT2009055249-1_bin.136.fa.c00037_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.136_TP20200812-DBC26_DT2009055249-1_bin.136_contig_000037,ranthipeptide,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.136.fa.c00053_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.136_TP20200812-DBC26_DT2009055249-1_bin.136_contig_000053,betalactone,Others
TP20200812-DBC26_DT2009055249-1_bin.144.fa.c00052_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.144_TP20200812-DBC26_DT2009055249-1_bin.144_contig_000052,RRE-containing,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.148.fa.c00172_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.148_TP20200812-DBC26_DT2009055249-1_bin.148_contig_000172,RRE-containing,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.167.fa.c00173_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.167_TP20200812-DBC26_DT2009055249-1_bin.167_contig_000173,RRE-containing,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.167.fa.c00250_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.167_TP20200812-DBC26_DT2009055249-1_bin.167_contig_000250,RRE-containing,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.167.fa.c00351_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.167_TP20200812-DBC26_DT2009055249-1_bin.167_contig_000351,ranthipeptide,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.2.fa.c00004_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.2_TP20200812-DBC26_DT2009055249-1_bin.2_contig_000004,NRPS-like.betalactone,Others
TP20200812-DBC26_DT2009055249-1_bin.2.fa.c00050_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.2_TP20200812-DBC26_DT2009055249-1_bin.2_contig_000050,RRE-containing,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.2.fa.c00069_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.2_TP20200812-DBC26_DT2009055249-1_bin.2_contig_000069,ranthipeptide,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.231.fa.c00024_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.231_TP20200812-DBC26_DT2009055249-1_bin.231_contig_000024,betalactone,Others
TP20200812-DBC26_DT2009055249-1_bin.231.fa.c00044_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.231_TP20200812-DBC26_DT2009055249-1_bin.231_contig_000044,ranthipeptide,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.231.fa.c00063_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.231_TP20200812-DBC26_DT2009055249-1_bin.231_contig_000063,NRPS,NRPS
TP20200812-DBC26_DT2009055249-1_bin.233.fa.c00384_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.233_TP20200812-DBC26_DT2009055249-1_bin.233_contig_000384,ranthipeptide,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.241.fa.c00019_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.241_TP20200812-DBC26_DT2009055249-1_bin.241_contig_000019,RRE-containing,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.241.fa.c00071_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.241_TP20200812-DBC26_DT2009055249-1_bin.241_contig_000071,betalactone,Others
TP20200812-DBC26_DT2009055249-1_bin.25.fa.c00008_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.25_TP20200812-DBC26_DT2009055249-1_bin.25_contig_000008,betalactone,Others
TP20200812-DBC26_DT2009055249-1_bin.25.fa.c00009_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.25_TP20200812-DBC26_DT2009055249-1_bin.25_contig_000009,RRE-containing,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.25.fa.c00014_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.25_TP20200812-DBC26_DT2009055249-1_bin.25_contig_000014,ranthipeptide,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.26.fa.c00155_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.26_TP20200812-DBC26_DT2009055249-1_bin.26_contig_000155,betalactone,Others
TP20200812-DBC26_DT2009055249-1_bin.26.fa.c00216_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.26_TP20200812-DBC26_DT2009055249-1_bin.26_contig_000216,RRE-containing,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.298.fa.c00165_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.298_TP20200812-DBC26_DT2009055249-1_bin.298_contig_000165,RRE-containing,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.298.fa.c00170_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.298_TP20200812-DBC26_DT2009055249-1_bin.298_contig_000170,ranthipeptide,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.298.fa.c00185_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.298_TP20200812-DBC26_DT2009055249-1_bin.298_contig_000185,NRPS,NRPS
TP20200812-DBC26_DT2009055249-1_bin.298.fa.c00198_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.298_TP20200812-DBC26_DT2009055249-1_bin.298_contig_000198,betalactone,Others
TP20200812-DBC26_DT2009055249-1_bin.320.fa.c00002_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.320_TP20200812-DBC26_DT2009055249-1_bin.320_contig_000002,RRE-containing,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.43.fa.c00041_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.43_TP20200812-DBC26_DT2009055249-1_bin.43_contig_000041,ranthipeptide,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.43.fa.c00072_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.43_TP20200812-DBC26_DT2009055249-1_bin.43_contig_000072,NRPS,NRPS
TP20200812-DBC26_DT2009055249-1_bin.43.fa.c00112_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.43_TP20200812-DBC26_DT2009055249-1_bin.43_contig_000112,RRE-containing,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.45.fa.c00004_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.45_TP20200812-DBC26_DT2009055249-1_bin.45_contig_000004,RRE-containing,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.45.fa.c00029_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.45_TP20200812-DBC26_DT2009055249-1_bin.45_contig_000029,ranthipeptide,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.56.fa.c00031_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.56_TP20200812-DBC26_DT2009055249-1_bin.56_contig_000031,arylpolyene,Others
TP20200812-DBC26_DT2009055249-1_bin.63.fa.c00004_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.63_TP20200812-DBC26_DT2009055249-1_bin.63_contig_000004,betalactone,Others
TP20200812-DBC26_DT2009055249-1_bin.63.fa.c00007_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.63_TP20200812-DBC26_DT2009055249-1_bin.63_contig_000007,RRE-containing,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.63.fa.c00093_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.63_TP20200812-DBC26_DT2009055249-1_bin.63_contig_000093,ranthipeptide,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.90.fa.c00017_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.90_TP20200812-DBC26_DT2009055249-1_bin.90_contig_000017,RRE-containing,RiPPs
TP20200812-DBC26_DT2009055249-1_bin.90.fa.c00030_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.90_TP20200812-DBC26_DT2009055249-1_bin.90_contig_000030,NRPS-like.betalactone,Others
TP20200812-DBC26_DT2009055249-1_bin.90.fa.c00082_TP20200...region001, TP20200812-DBC26_DT2009055249-1_bin.90_TP20200812-DBC26_DT2009055249-1_bin.90_contig_000082,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.123.fa.c00133_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.123_TP20200812-DBC27_DT2009055250-1_bin.123_contig_000133,ranthipeptide,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.123.fa.c00154_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.123_TP20200812-DBC27_DT2009055250-1_bin.123_contig_000154,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.172.fa.c00018_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.172_TP20200812-DBC27_DT2009055250-1_bin.172_contig_000018,ranthipeptide,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.172.fa.c00040_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.172_TP20200812-DBC27_DT2009055250-1_bin.172_contig_000040,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.185.fa.c00079_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.185_TP20200812-DBC27_DT2009055250-1_bin.185_contig_000079,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.185.fa.c00093_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.185_TP20200812-DBC27_DT2009055250-1_bin.185_contig_000093,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.185.fa.c00101_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.185_TP20200812-DBC27_DT2009055250-1_bin.185_contig_000101,ranthipeptide,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.199.fa.c00081_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.199_TP20200812-DBC27_DT2009055250-1_bin.199_contig_000081,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.199.fa.c00148_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.199_TP20200812-DBC27_DT2009055250-1_bin.199_contig_000148,betalactone,Others
TP20200812-DBC27_DT2009055250-1_bin.199.fa.c00202_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.199_TP20200812-DBC27_DT2009055250-1_bin.199_contig_000202,ranthipeptide,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.199.fa.c00258_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.199_TP20200812-DBC27_DT2009055250-1_bin.199_contig_000258,NRPS-like,NRPS
TP20200812-DBC27_DT2009055250-1_bin.207.fa.c00015_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.207_TP20200812-DBC27_DT2009055250-1_bin.207_contig_000015,cyclic-lactone-autoinducer,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.207.fa.c00032_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.207_TP20200812-DBC27_DT2009055250-1_bin.207_contig_000032,cyclic-lactone-autoinducer,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.207.fa.c00057_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.207_TP20200812-DBC27_DT2009055250-1_bin.207_contig_000057,cyclic-lactone-autoinducer,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.207.fa.c00067_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.207_TP20200812-DBC27_DT2009055250-1_bin.207_contig_000067,ranthipeptide,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.223.fa.c00073_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.223_TP20200812-DBC27_DT2009055250-1_bin.223_contig_000073,ranthipeptide,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.223.fa.c00111_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.223_TP20200812-DBC27_DT2009055250-1_bin.223_contig_000111,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.223.fa.c00147_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.223_TP20200812-DBC27_DT2009055250-1_bin.223_contig_000147,NRPS,NRPS
TP20200812-DBC27_DT2009055250-1_bin.24.fa.c00021_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.24_TP20200812-DBC27_DT2009055250-1_bin.24_contig_000021,ranthipeptide,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.24.fa.c00050_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.24_TP20200812-DBC27_DT2009055250-1_bin.24_contig_000050,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.289.fa.c00028_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.289_TP20200812-DBC27_DT2009055250-1_bin.289_contig_000028,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.289.fa.c00081_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.289_TP20200812-DBC27_DT2009055250-1_bin.289_contig_000081,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.293.fa.c00010_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.293_TP20200812-DBC27_DT2009055250-1_bin.293_contig_000010,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.293.fa.c00020_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.293_TP20200812-DBC27_DT2009055250-1_bin.293_contig_000020,ranthipeptide,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.293.fa.c00044_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.293_TP20200812-DBC27_DT2009055250-1_bin.293_contig_000044,betalactone,Others
TP20200812-DBC27_DT2009055250-1_bin.303.fa.c00024_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.303_TP20200812-DBC27_DT2009055250-1_bin.303_contig_000024,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.315.fa.c00075_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.315_TP20200812-DBC27_DT2009055250-1_bin.315_contig_000075,cyclic-lactone-autoinducer,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.315.fa.c00210_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.315_TP20200812-DBC27_DT2009055250-1_bin.315_contig_000210,ranthipeptide,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.41.fa.c00053_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.41_TP20200812-DBC27_DT2009055250-1_bin.41_contig_000053,NRPS-like,NRPS
TP20200812-DBC27_DT2009055250-1_bin.41.fa.c00072_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.41_TP20200812-DBC27_DT2009055250-1_bin.41_contig_000072,ranthipeptide,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.46.fa.c00022_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.46_TP20200812-DBC27_DT2009055250-1_bin.46_contig_000022,ranthipeptide,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.46.fa.c00089_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.46_TP20200812-DBC27_DT2009055250-1_bin.46_contig_000089,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.46.fa.c00295_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.46_TP20200812-DBC27_DT2009055250-1_bin.46_contig_000295,betalactone,Others
TP20200812-DBC27_DT2009055250-1_bin.50.fa.c00030_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.50_TP20200812-DBC27_DT2009055250-1_bin.50_contig_000030,betalactone,Others
TP20200812-DBC27_DT2009055250-1_bin.50.fa.c00047_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.50_TP20200812-DBC27_DT2009055250-1_bin.50_contig_000047,ranthipeptide,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.55.fa.c00023_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.55_TP20200812-DBC27_DT2009055250-1_bin.55_contig_000023,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.55.fa.c00065_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.55_TP20200812-DBC27_DT2009055250-1_bin.55_contig_000065,ranthipeptide,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.63.fa.c00049_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.63_TP20200812-DBC27_DT2009055250-1_bin.63_contig_000049,ranthipeptide,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.63.fa.c00098_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.63_TP20200812-DBC27_DT2009055250-1_bin.63_contig_000098,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.63.fa.c00185_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.63_TP20200812-DBC27_DT2009055250-1_bin.63_contig_000185,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.66.fa.c00022_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.66_TP20200812-DBC27_DT2009055250-1_bin.66_contig_000022,ranthipeptide,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.66.fa.c00063_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.66_TP20200812-DBC27_DT2009055250-1_bin.66_contig_000063,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.66.fa.c00084_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.66_TP20200812-DBC27_DT2009055250-1_bin.66_contig_000084,cyclic-lactone-autoinducer,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.66.fa.c00111_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.66_TP20200812-DBC27_DT2009055250-1_bin.66_contig_000111,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.66.fa.c00131_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.66_TP20200812-DBC27_DT2009055250-1_bin.66_contig_000131,cyclic-lactone-autoinducer,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.77.fa.c00018_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.77_TP20200812-DBC27_DT2009055250-1_bin.77_contig_000018,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.77.fa.c00028_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.77_TP20200812-DBC27_DT2009055250-1_bin.77_contig_000028,ranthipeptide,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.94.fa.c00229_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.94_TP20200812-DBC27_DT2009055250-1_bin.94_contig_000229,RRE-containing,RiPPs
TP20200812-DBC27_DT2009055250-1_bin.94.fa.c00382_TP20200...region001, TP20200812-DBC27_DT2009055250-1_bin.94_TP20200812-DBC27_DT2009055250-1_bin.94_contig_000382,ranthipeptide,RiPPs
TP20200812-DBC28_DT2009055251-1_bin.127.fa.c00003_TP20200...region001, TP20200812-DBC28_DT2009055251-1_bin.127_TP20200812-DBC28_DT2009055251-1_bin.127_contig_000003,RRE-containing,RiPPs
TP20200812-DBC28_DT2009055251-1_bin.127.fa.c00004_TP20200...region001, TP20200812-DBC28_DT2009055251-1_bin.127_TP20200812-DBC28_DT2009055251-1_bin.127_contig_000004,ranthipeptide,RiPPs
TP20200812-DBC28_DT2009055251-1_bin.127.fa.c00032_TP20200...region001, TP20200812-DBC28_DT2009055251-1_bin.127_TP20200812-DBC28_DT2009055251-1_bin.127_contig_000032,betalactone,Others
TP20200812-DBC28_DT2009055251-1_bin.13.fa.c00014_TP20200...region001, TP20200812-DBC28_DT2009055251-1_bin.13_TP20200812-DBC28_DT2009055251-1_bin.13_contig_000014,ranthipeptide,RiPPs
TP20200812-DBC28_DT2009055251-1_bin.13.fa.c00026_TP20200...region001, TP20200812-DBC28_DT2009055251-1_bin.13_TP20200812-DBC28_DT2009055251-1_bin.13_contig_000026,betalactone,Others
TP20200812-DBC28_DT2009055251-1_bin.13.fa.c00032_TP20200...region001, TP20200812-DBC28_DT2009055251-1_bin.13_TP20200812-DBC28_DT2009055251-1_bin.13_contig_000032,RRE-containing,RiPPs
TP20200812-DBC28_DT2009055251-1_bin.13.fa.c00037_TP20200...region001, TP20200812-DBC28_DT2009055251-1_bin.13_TP20200812-DBC28_DT2009055251-1_bin.13_contig_000037,RRE-containing,RiPPs
TP20200812-DBC28_DT2009055251-1_bin.159.fa.c00041_TP20200...region001, TP20200812-DBC28_DT2009055251-1_bin.159_TP20200812-DBC28_DT2009055251-1_bin.159_contig_000041,NRPS,NRPS
TP20200812-DBC28_DT2009055251-1_bin.159.fa.c00044_TP20200...region001, TP20200812-DBC28_DT2009055251-1_bin.159_TP20200812-DBC28_DT2009055251-1_bin.159_contig_000044,ranthipeptide,RiPPs
TP20200812-DBC28_DT2009055251-1_bin.159.fa.c00059_TP20200...region001, TP20200812-DBC28_DT2009055251-1_bin.159_TP20200812-DBC28_DT2009055251-1_bin.159_contig_000059,NRPS,NRPS
TP20200812-DBC28_DT2009055251-1_bin.159.fa.c00101_TP20200...region001, TP20200812-DBC28_DT2009055251-1_bin.159_TP20200812-DBC28_DT2009055251-1_bin.159_contig_000101,NRPS,NRPS
TP20200812-DBC28_DT2009055251-1_bin.159.fa.c00110_TP20200...region001, TP20200812-DBC28_DT2009055251-1_bin.159_TP20200812-DBC28_DT2009055251-1_bin.159_contig_000110,NRPS,NRPS
TP20200812-DBC28_DT2009055251-1_bin.193.fa.c00009_TP20200...region001, TP20200812-DBC28_DT2009055251-1_bin.193_TP20200812-DBC28_DT2009055251-1_bin.193_contig_000009,ranthipeptide,RiPPs
TP20200812-DBC28_DT2009055251-1_bin.193.fa.c00042_TP20200...region001, TP20200812-DBC28_DT2009055251-1_bin.193_TP20200812-DBC28_DT2009055251-1_bin.193_contig_000042,betalactone,Others
TP20200812-DBC28_DT2009055251-1_bin.193.fa.c00052_TP20200...region001, TP20200812-DBC28_DT2009055251-1_bin.193_TP20200812-DBC28_DT2009055251-1_bin.193_contig_000052,cyclic-lactone-autoinducer,RiPPs
TP20200812-DBC28_DT2009055251-1_bin.209.fa.c00003_TP20200...region001, TP20200812-DBC28_DT2009055251-1_bin.209_TP20200812-DBC28_DT2009055251-1_bin.209_contig_000003,thiopeptide,RiPPs
TP20200812-DBC28_DT2009055251-1_bin.209.fa.c00025_TP20200...region001, TP20200812-DBC28_DT2009055251-1_bin.209_TP20200812-DBC28_DT2009055251-1_bin.209_contig_000025,betalactone,Others
TP20200812-DBC28_DT2009055251-1_bin.261.fa.c00004_TP20200...region001, TP20200812-DBC28_DT2009055251-1_bin.261_TP20200812-DBC28_DT2009055251-1_bin.261_contig_000004,betalactone,Others
